id,formation_energy_ev_natom,bandgap_energy_ev
1,0.1882237928472575,1.5933902937158109
2,0.08084530906435464,3.7124859356691946
3,0.15881407682781268,3.4850231982960964
4,0.04065189399526206,3.010826386138522
5,0.1142898622155538,1.651806521869251
6,0.04872223455746576,4.3344825382278955
7,0.07235469067679834,3.2195714151035006
8,0.11759479155844274,2.0840186048752387
9,0.07997349397552371,2.6612003987586696
10,0.2509735827278508,2.9544538946728816
11,0.18728263399323308,1.929647943070123
12,0.11661618707177021,2.7323544464709433
13,0.29875361754623403,1.1137342449878922
14,0.15862002818364462,1.9889988422065983
15,0.06142197545184647,0.9746217417415468
16,0.24798061539082983,3.5017834381777386
17,0.20205618636136533,1.7605699549918044
18,0.21608420526065922,2.314596275086985
19,0.38237783452580776,1.1568766990391206
20,0.18681410956718786,1.4168129842116408
21,0.07208688715930255,1.823723716567951
22,0.14961131646834416,2.8854396040625048
23,0.17231359904367372,1.7109648337194958
24,0.16605781461631997,3.1533305102271316
25,0.04257051290867622,2.5745285573044066
26,0.1380741123231017,0.977773038536309
27,0.26158025268077434,1.3218166234520274
28,0.21158824291992637,1.9175656625005066
29,0.10962291546824607,1.191342172413032
30,0.2372801892426155,1.8881746227379512
31,0.23693634473313058,1.0941509385056865
32,0.14586302251410607,1.9514750082454775
33,0.1314780910264332,1.4268043411592797
34,0.19719649818609528,1.7623602201969635
35,0.03661421800211348,0.9444990026931048
36,0.19214951717451428,0.8802413324096365
37,0.1600252933636245,3.675986004081791
38,0.15343991977159716,1.4375779049467075
39,0.24489973101293233,1.9997230144791929
40,0.10514916463842744,3.394180620580765
41,0.05449412314791026,3.931121725157266
42,0.15026737266203433,3.2540814428798033
43,0.05449412314791026,3.931121725157266
44,0.1962570575679716,1.3946990639453585
45,0.332119746838047,0.33739826843810405
46,0.06672344847576452,3.6992948766482128
47,0.21539833949768314,1.8425543323264877
48,0.2571448656149941,1.8677772300068578
49,0.23117073799739096,3.4484504843656163
50,0.12276376575688358,1.2064844072816014
51,0.1449675137643035,2.0481990329385473
52,0.12053712064790392,1.552501199423972
53,0.22900595048605943,1.609995395140016
54,0.2536432691365283,2.7111664687759944
55,0.13228864666975335,2.7008453347851002
56,0.26586752891648957,0.47080089622795485
57,0.21056704847274252,2.268941752763597
58,0.26358217188018607,2.5646850113204134
59,0.18160156925313978,1.0028523476404634
60,0.1343275997150421,2.8090772672056312
61,0.2530532090035731,0.53203549760217
62,0.18096330039376796,1.65194847460277
63,0.3307748957430069,1.7750739058234735
64,0.2209099200803303,3.2850413156872387
65,0.3554352355923626,1.043058366951535
66,0.07737609989183437,2.7814996724875716
67,0.07235469067679834,3.2195714151035006
68,0.22061179763092048,2.179503800215346
69,0.21899313311874874,3.3821449935901455
70,0.30528656301407575,1.696154346617904
71,0.07648000025322597,2.530419071437555
72,0.10920316079398545,3.087401745648618
73,0.05242519415443472,2.335997738293134
74,0.09779882231338545,2.160236406983369
75,0.28105498050715955,1.5725076166479623
76,0.26146775797994026,3.0095943787120856
77,0.34646004242415174,0.9937174001074305
78,0.24216441545836134,2.3036938886151765
79,0.17009046095352898,2.4282782352113066
80,0.270487841537565,1.162891574972748
81,0.10514916463842744,3.394180620580765
82,0.06743444891629859,3.4487680755886023
83,0.238591534389628,1.0076537792055653
84,0.08420548324096398,0.9980804084712476
85,0.10514916463842744,3.394180620580765
86,0.1766696464294699,3.053028904461902
87,0.05775933516354356,3.2660974241700735
88,0.05687881770971932,2.719749876283885
89,0.1042839786693482,4.2570140690127065
90,0.35172840759052193,1.5111840605022118
